distance_mm,x_mm,y_mm
5823.9,480.7,650.0
5828.9,475.7,650.0
5833.9,470.7,650.0
5838.9,465.7,650.0
5843.9,460.7,650.0
5848.9,455.7,650.0
5853.9,450.7,650.0
5858.9,445.7,650.0
5863.9,440.7,650.0
5868.9,435.7,650.0
5873.9,430.7,650.0
5878.9,425.7,650.0
5883.9,420.7,650.0
5888.9,415.7,650.0
5893.9,410.7,650.0
5898.9,405.7,650.0
5903.9,400.7,650.0
5908.9,395.7,650.0
5913.9,390.7,650.0
5918.9,385.7,650.0
5923.9,380.7,650.0
5928.9,375.6,650.0
5933.9,370.6,650.0
5938.9,365.6,650.0
5944.0,360.6,650.0
5949.0,355.6,650.0
5954.0,350.6,650.0
5959.0,345.6,650.0
5964.0,340.6,650.0
5969.0,335.6,650.0
5974.0,330.6,650.0
5979.0,325.6,650.0
5984.0,320.6,650.0
5989.0,315.6,650.0
5994.0,310.6,650.0
5999.0,305.6,650.0
6004.0,300.6,650.0
6009.0,295.6,650.0
6014.0,290.6,650.0
6019.0,285.6,650.0
6024.0,280.6,650.0
6029.0,275.6,650.0
6034.0,270.6,650.0
6039.0,265.6,650.0
6044.0,260.6,650.0
6049.0,255.6,650.0
6054.0,250.6,650.0
6059.0,245.6,650.0
6064.0,240.6,650.0
6069.0,235.6,650.0
6074.0,230.6,650.0
6079.0,225.5,650.0
6084.0,220.5,650.0
6089.0,215.5,650.0
6094.1,210.5,650.0
6099.1,205.5,650.0
6104.1,200.5,650.0
6109.1,195.5,650.0
6114.1,190.5,650.0
6119.1,185.5,650.0
6124.1,180.5,650.0
6129.1,175.5,650.0
6134.1,170.5,650.0
6139.1,165.5,650.0
6144.1,160.5,650.0
6149.1,155.5,650.0
6154.1,150.5,650.0
6159.1,145.5,650.0
6164.1,140.5,650.0
6169.1,135.5,650.0
6174.1,130.5,650.0
6179.1,125.5,650.0
6184.1,120.5,650.0
6189.1,115.5,650.0
6194.1,110.5,650.0
6199.1,105.5,650.0
6204.1,100.5,650.0
6209.1,100.0,645.5
6214.1,100.0,640.5
6219.1,100.0,635.5
6224.1,100.0,630.5
6229.1,100.0,625.4
6234.1,100.0,620.4
6239.1,100.0,615.4
6244.2,100.0,610.4
6249.2,100.0,605.4
6254.2,100.0,600.4
6259.2,100.0,595.4
6264.2,100.0,590.4
6269.2,100.0,585.4
6274.2,100.0,580.4
6279.2,100.0,575.4
6284.2,100.0,570.4
6289.2,100.0,565.4
6294.2,100.0,560.4
6299.2,100.0,555.4
6304.2,100.0,550.4
6309.2,100.0,545.4
6314.2,100.0,540.4
6319.2,100.0,535.4
6324.2,100.0,530.4
6329.2,100.0,525.4
6334.2,100.0,520.4
6339.2,100.0,515.4
6344.2,100.0,510.4
6349.2,100.0,505.4
6354.2,100.0,500.4
6359.2,100.0,495.4
6364.2,100.0,490.4
6369.2,100.0,485.4
6374.2,100.0,480.4
6379.2,100.0,475.3
6384.2,100.0,470.3
6389.2,100.0,465.3
6394.3,100.0,460.3
6399.3,100.0,455.3
6404.3,100.0,450.3
6409.3,100.0,445.3
6414.3,100.0,440.3
6419.3,100.0,435.3
6424.3,100.0,430.3
6429.3,100.0,425.3
6434.3,100.0,420.3
6439.3,100.0,415.3
6444.3,100.0,410.3
6449.3,100.0,405.3
6454.3,100.0,400.3
6459.3,100.0,395.3
6464.3,100.0,390.3
6469.3,100.0,385.3
6474.3,100.0,380.3
6479.3,100.0,375.3
6484.3,100.0,370.3
6489.3,100.0,365.3
6494.3,100.0,360.3
6499.3,100.0,355.3
6504.3,100.0,350.3
6509.3,100.0,345.3
6514.3,100.0,340.3
6519.3,100.0,335.3
6524.3,100.0,330.3
6529.3,100.0,325.2
6534.3,100.0,320.2
6539.3,100.0,315.2
6544.4,100.0,310.2
6549.4,100.0,305.2
6554.4,100.0,300.2
6559.4,100.0,295.2
6564.4,100.0,290.2
6569.4,100.0,285.2
6574.4,100.0,280.2
6579.4,100.0,275.2
6584.4,100.0,270.2
6589.4,100.0,265.2
6594.4,100.0,260.2
6599.4,100.0,255.2
6604.4,100.0,250.2
6609.4,100.0,245.2
6614.4,100.0,240.2
6619.4,100.0,235.2
6624.4,100.0,230.2
6629.4,100.0,225.2
6634.4,100.0,220.2
6639.4,100.0,215.2
6644.4,100.0,210.2
6649.4,100.0,205.2
6654.4,100.0,200.2
6659.4,100.0,195.2
6664.4,100.0,190.2
6669.4,100.0,185.2
6674.4,100.0,180.2
6679.4,100.0,175.1
6684.4,100.0,170.1
6689.4,100.0,165.1
6694.5,100.0,160.1
6699.5,100.0,155.1
6704.5,100.0,150.1
6709.5,100.0,145.1
6714.5,100.0,140.1
6719.5,100.0,135.1
6724.5,100.0,130.1
6729.5,100.0,125.1
6734.5,100.0,120.1
6739.5,100.0,115.1
6744.5,100.0,110.1
6749.5,100.0,105.1
6754.5,100.0,100.1
6759.5,104.9,100.0
6764.5,109.9,100.0
6769.5,114.9,100.0
6774.5,119.9,100.0
6779.5,124.9,100.0
6784.5,129.9,100.0
6789.5,134.9,100.0
6794.5,139.9,100.0
6799.5,144.9,100.0
6804.5,149.9,100.0
6809.5,154.9,100.0
6814.5,159.9,100.0
6819.5,164.9,100.0
6824.5,169.9,100.0
6829.5,175.0,100.0
6834.5,180.0,100.0
6839.5,185.0,100.0
6844.6,190.0,100.0
6849.6,195.0,100.0
6854.6,200.0,100.0
6859.6,200.0,105.0
6864.6,200.0,110.0
6869.6,200.0,115.0
6874.6,200.0,120.0
6879.6,200.0,125.0
6884.6,200.0,130.0
6889.6,200.0,135.0
6894.6,200.0,140.0
6899.6,200.0,145.0
6904.6,200.0,150.0
